"replicate","Estimator","estimate","bias","bootstrap_se","bootstrap_bias","bc_estimate","ci_lower","ci_upper","bc_ci_lower","bc_ci_upper","covered_true_95","covered_true_95_bc","reject_h0_effect","reject_h0_null","bootstrap_time_sec","replicate_time_sec","covered_mc_mean_95"
1,"unadj",47.4062935318068,-2.59370646819323,5.02031688537072,-0.327229497787542,47.7335230295943,37.5666532455019,57.2459338181117,37.8938827432894,57.5731633158992,1,1,0,1,0.197565078735352,0.199734926223755,1
2,"unadj",49.0875156744385,-0.912484325561451,5.57791976355104,0.645352521293503,48.442163153145,38.1549938292243,60.0200375196528,37.5096413079308,59.3746849983592,1,1,0,1,0.143127202987671,0.144719123840332,1
3,"unadj",44.180092160945,-5.81990783905499,4.88986382848357,-0.226198753086997,44.406290914032,34.5961351678121,53.7640491540779,34.8223339208991,53.9902479071649,1,1,0,1,0.214324951171875,0.215836048126221,1
4,"unadj",41.2546396590392,-8.74536034096076,5.0212335277071,-0.171408750855448,41.4260484098947,31.4132027867683,51.0960765313102,31.5846115376238,51.2674852821656,1,1,0,1,0.181856155395508,0.183986186981201,1
5,"unadj",49.1502998083601,-0.849700191639869,5.32765193230928,-0.375658052957711,49.5259578613178,38.7082938988687,59.5923057178515,39.0839519518264,59.9679637708092,1,1,0,1,0.167597055435181,0.169553995132446,1
6,"unadj",44.8291564085347,-5.17084359146531,5.49397794751909,0.720427508484669,44.10872890005,34.06115749954,55.5971553175294,33.3407299910553,54.8767278090447,1,1,0,1,0.15303897857666,0.15512204170227,1
7,"unadj",48.0205858957002,-1.97941410429985,5.43971435649326,0.298137096330152,47.72244879937,37.3589416707879,58.6822301206124,37.0608045744577,58.3840930242823,1,1,0,1,0.193448066711426,0.195181131362915,1
8,"unadj",50.378964736004,0.378964736004036,5.37135635606735,-0.346620551080179,50.7255852870842,39.8512997299817,60.9066297420263,40.1979202810619,61.2532502931065,1,1,0,1,0.15365195274353,0.156061172485352,1
9,"unadj",52.2845493646976,2.2845493646976,5.08717857829825,0.0766773227744153,52.2078720419232,42.3138625683094,62.2552361610858,42.2371852455349,62.1785588383114,1,1,0,1,0.13896918296814,0.141402959823608,1
10,"unadj",50.5680954099634,0.568095409963377,6.36781738430089,-0.632389103325764,51.2004845132891,38.0874026766056,63.0487881433212,38.7197917799313,63.6811772466469,1,1,0,1,0.197359085083008,0.198743104934692,1
11,"unadj",50.0960257377548,0.0960257377548146,5.82975389427564,0.493163829395101,49.6028619083597,38.6699180662424,61.5221334092672,38.1767542368473,61.0289695798721,1,1,0,1,0.249581098556519,0.252270936965942,1
12,"unadj",41.5967964809341,-8.40320351906593,5.80769583233228,0.284918954817833,41.3118775261162,30.2139218163994,52.9796711454687,29.9290028615816,52.6947521906509,1,1,0,1,0.415570020675659,0.41785717010498,1
13,"unadj",47.6293602271617,-2.37063977283827,5.40411543799973,-0.766944185848288,48.39630441301,37.0374886003854,58.2212318539381,37.8044327862336,58.9881760397864,1,1,0,1,0.334771871566772,0.337845087051392,1
14,"unadj",44.5684002767012,-5.4315997232988,4.92938883638576,0.42391826122698,44.1444820154742,34.9069756915913,54.2298248618111,34.4830574303643,53.8059066005841,1,1,0,1,0.481742858886719,0.484426975250244,1
15,"unadj",54.6880952177096,4.68809521770959,5.79277914251202,0.0513399612779892,54.6367552564316,43.3344567279912,66.041733707428,43.2831167667132,65.99039374615,1,1,0,1,0.332399129867554,0.336337804794312,1
16,"unadj",50.9785890471206,0.978589047120636,5.8073377079192,0.0753010199679736,50.9032880271527,39.5964162935376,62.3607618007037,39.5211152735696,62.2854607807357,1,1,0,1,0.41338586807251,0.418143033981323,1
17,"unadj",48.9372168246003,-1.06278317539974,5.35810767330083,-0.06143938956167,48.9986562141619,38.4355187596429,59.4389148895576,38.4969581492046,59.5003542791193,1,1,0,1,0.342773914337158,0.345302104949951,1
18,"unadj",51.2895554819375,1.28955548193753,5.90255368277685,0.483534303279967,50.8060211786576,39.7207628468806,62.8583481169944,39.2372285436007,62.3748138137144,1,1,0,1,0.490850925445557,0.492539167404175,1
19,"unadj",47.8904533035004,-2.10954669649965,5.13997127390327,-0.277330249047431,48.1677835525478,37.8162947250795,57.9646118819212,38.0936249741269,58.2419421309687,1,1,0,1,0.412531137466431,0.418447971343994,1
20,"unadj",45.5413146760684,-4.4586853239316,4.80665064147414,-0.888970030796919,46.4302847068653,36.1204525325127,54.9621768196241,37.0094225633097,55.851146850421,1,1,0,1,0.447343111038208,0.456967115402222,1
21,"unadj",46.6932871199074,-3.30671288009256,5.55630074639043,-0.1240807517338,46.8173678716412,35.8031377697092,57.5834364701057,35.927218521443,57.7075172218395,1,1,0,1,0.499331951141357,0.50090503692627,1
22,"unadj",44.3956372923485,-5.60436270765149,5.00538578484029,-0.692916118413962,45.0885534107625,34.5852614253328,54.2060131593642,35.2781775437468,54.8989292777782,1,1,0,1,0.428482055664062,0.432186841964722,1
23,"unadj",52.8621744576341,2.86217445763413,5.96321122285114,0.0730100030344971,52.7891644545996,41.1744952286408,64.5498536866274,41.1014852256063,64.4768436835929,1,1,0,1,0.493567943572998,0.497567892074585,1
24,"unadj",41.0818029289962,-8.91819707100382,5.3351941752994,0.0227880665344458,41.0590148624617,30.6250144948815,51.5385913631109,30.602226428347,51.5158032965764,1,1,0,1,0.600756168365479,0.60310697555542,1
25,"unadj",67.2796670257181,17.2796670257181,5.96197537305538,-0.0727517658220478,67.3524187915402,55.5944100178148,78.9649240336214,55.6671617836369,79.0376757994435,0,0,1,1,0.457787990570068,0.460422039031982,0
26,"unadj",44.4228270481928,-5.57717295180717,5.31925512578598,0.511010266753068,43.9118167814398,33.9972785770722,54.8483755193134,33.4862683103192,54.3373652525604,1,1,0,1,0.555991888046265,0.559954166412354,1
